102 3466
68 84 8
68 65 22
68 83 5
68 9 25
68 90 17
68 13 17
68 45 4
68 80 4
68 48 22
68 102 17
68 52 25
68 6 20
68 16 15
69 58 12
69 51 22
69 98 13
69 71 27
69 9 13
69 56 27
69 76 28
69 15 0
69 102 17
69 6 16
69 78 25
69 4 11
69 35 5
69 12 4
69 83 22
69 57 6
69 11 25
69 44 5
69 61 7
69 68 17
69 26 10
69 72 2
69 17 27
69 25 20
69 39 28
69 84 23
69 100 12
69 41 15
69 1 10
69 97 2
69 86 23
69 23 15
69 99 24
69 73 28
69 67 12
69 43 29
69 50 25
69 52 2
69 94 29
70 5 4
70 52 10
70 71 16
70 65 16
70 51 7
70 54 13
70 38 8
70 80 14
70 9 0
70 35 6
70 68 13
70 28 10
70 69 16
70 87 7
70 58 7
70 77 6
70 8 5
70 36 22
70 13 10
70 53 12
70 34 24
70 43 4
70 19 27
70 81 9
70 63 29
70 99 25
70 74 13
70 84 20
70 32 12
70 42 15
71 12 12
71 85 17
71 41 17
71 58 28
71 82 3
71 34 25
71 31 3
71 22 3
71 9 1
71 20 4
71 7 9
71 55 14
71 62 14
71 94 18
71 19 21
71 97 13
71 67 16
71 13 26
71 93 27
71 90 27
71 25 0
71 32 21
71 18 1
71 47 28
71 102 23
71 65 22
71 59 23
71 74 6
71 72 13
71 26 6
71 50 14
71 38 25
71 15 15
71 77 1
71 100 15
72 58 10
72 83 26
72 23 19
72 68 13
72 10 27
72 40 15
72 59 15
72 81 3
72 77 29
72 31 25
72 91 24
72 80 4
72 47 11
72 34 12
72 86 1
72 76 0
72 53 5
72 36 22
72 30 2
72 98 3
72 1 7
72 88 16
72 55 18
72 45 14
72 79 21
72 82 16
72 5 20
72 37 16
72 89 1
72 49 21
73 7 24
73 61 11
73 38 10
73 48 5
73 83 17
73 37 7
73 19 20
73 29 2
73 85 11
73 17 11
73 24 19
73 60 27
73 91 15
73 32 0
73 68 10
73 34 8
73 54 1
73 72 7
73 12 22
73 2 25
73 39 10
73 59 0
73 62 11
73 13 20
73 45 6
73 71 3
73 77 7
73 4 26
73 42 11
73 21 8
73 70 17
73 1 27
73 86 20
73 14 27
73 63 24
74 37 7
74 102 27
74 6 14
74 91 1
74 64 0
74 47 17
74 14 20
74 38 27
74 12 2
74 29 12
74 36 29
74 97 2
74 82 13
74 52 6
74 40 25
74 39 0
74 46 8
74 48 25
74 1 4
74 56 29
74 92 1
74 93 29
74 63 6
74 16 19
74 10 2
74 90 14
74 86 6
74 99 22
74 78 26
74 45 26
74 35 16
74 9 3
74 77 23
74 33 1
74 50 26
74 49 23
74 96 18
74 67 16
74 4 12
74 101 13
74 15 29
74 87 12
74 26 7
75 42 4
75 68 10
75 33 2
75 4 27
75 76 19
75 66 19
75 101 23
75 83 18
75 99 12
75 25 22
75 62 24
75 50 1
75 85 16
75 43 0
75 2 0
75 24 8
75 84 27
75 92 26
75 21 25
75 56 22
75 102 19
75 73 18
75 88 19
75 5 4
75 55 6
75 10 27
75 44 16
75 11 11
76 63 18
76 95 20
76 83 11
76 94 15
76 102 1
76 18 13
76 62 12
76 101 20
76 10 25
76 33 5
76 86 0
76 16 7
76 5 19
76 31 24
76 6 9
76 64 5
76 78 16
76 42 9
76 1 6
76 7 13
76 11 27
76 98 1
76 36 28
76 74 8
76 99 19
76 3 17
76 17 12
76 22 17
76 65 6
76 85 20
76 77 21
76 71 25
76 93 11
77 65 2
77 90 10
77 44 4
77 38 15
77 28 14
77 18 16
77 75 10
77 101 11
77 85 16
77 10 10
77 84 0
77 98 2
77 29 11
77 12 27
77 46 18
77 34 12
77 68 3
77 9 24
77 41 9
77 6 4
77 93 22
77 102 17
77 15 15
77 57 1
77 79 21
77 20 3
77 59 7
78 83 3
78 16 16
78 5 24
78 42 14
78 35 18
78 95 4
78 75 10
78 87 25
78 57 18
78 8 26
78 66 28
78 67 29
78 39 12
78 86 8
78 81 21
78 7 14
78 41 11
78 37 19
78 22 25
78 11 23
78 3 14
78 73 19
78 96 2
78 98 11
78 72 3
78 52 11
78 40 26
78 60 4
79 1 24
79 67 21
79 24 3
79 38 27
79 17 7
79 31 28
79 27 4
79 100 17
79 57 24
79 84 14
79 51 13
79 4 13
79 14 3
79 8 11
79 94 4
79 78 15
79 45 11
79 42 18
79 19 22
79 2 22
79 98 29
79 73 17
79 56 15
79 101 13
79 5 6
79 69 9
79 15 24
79 29 1
79 13 12
79 12 13
79 85 27
79 74 6
79 70 26
80 3 0
80 90 25
80 57 26
80 54 20
80 24 29
80 63 13
80 38 15
80 14 6
80 17 26
80 33 20
80 42 9
80 7 29
80 53 16
80 74 24
80 55 10
80 40 4
80 71 8
80 76 2
80 45 3
80 22 25
80 79 9
80 10 9
80 4 23
80 39 18
80 99 25
80 8 24
80 73 22
80 34 0
80 100 21
80 52 28
80 48 27
80 13 14
80 30 24
80 75 23
81 10 4
81 34 15
81 63 28
81 74 11
81 68 21
81 23 17
81 45 23
81 69 22
81 91 16
81 30 10
81 43 9
81 59 19
81 76 6
81 26 17
81 89 13
81 47 2
81 94 13
81 52 23
81 82 11
81 3 28
81 50 3
81 15 6
81 65 23
81 1 18
81 96 7
81 28 14
81 55 16
81 40 26
81 32 20
81 12 2
81 95 11
81 37 25
81 101 10
81 77 9
81 33 28
81 56 23
81 99 18
81 67 22
81 48 16
81 71 5
81 90 24
81 21 17
82 30 16
82 94 22
82 43 4
82 17 29
82 22 24
82 29 9
82 66 14
82 78 5
82 8 8
82 45 10
82 70 4
82 25 23
82 102 28
82 39 3
82 13 7
82 69 6
82 54 29
82 89 20
82 52 1
82 76 2
82 86 7
82 73 11
82 20 11
82 47 5
82 40 26
82 4 0
82 87 19
82 38 12
82 101 27
82 62 13
82 35 21
82 58 5
82 37 6
82 79 26
82 88 4
82 34 22
82 7 27
82 77 11
82 97 20
83 58 5
83 19 13
83 77 24
83 67 28
83 1 11
83 32 19
83 29 28
83 14 9
83 36 18
83 91 18
83 16 10
83 17 20
83 99 25
83 21 13
83 15 23
83 89 22
83 33 10
83 92 15
83 9 12
83 54 14
83 6 4
83 46 17
83 101 6
83 65 9
83 38 15
83 44 24
83 31 6
83 59 8
83 84 21
84 38 9
84 15 28
84 59 19
84 31 22
84 81 14
84 61 9
84 44 3
84 23 3
84 91 7
84 94 12
84 53 13
84 20 17
84 60 15
84 48 25
84 16 4
84 46 28
84 30 18
84 86 19
84 25 0
84 9 26
84 21 1
84 50 15
84 78 22
84 49 18
84 42 13
84 29 2
84 76 4
85 81 7
85 12 0
85 94 4
85 52 20
85 97 9
85 74 2
85 34 9
85 88 1
85 19 16
85 68 19
85 13 26
85 36 19
85 47 18
85 80 0
85 20 2
85 83 28
85 82 15
85 46 27
85 78 2
85 54 6
85 89 7
85 70 21
85 15 6
85 24 25
85 101 14
85 40 13
85 86 18
85 10 25
85 51 18
86 7 12
86 99 21
86 11 25
86 62 12
86 83 25
86 18 8
86 23 13
86 94 27
86 27 17
86 57 14
86 4 5
86 46 6
86 88 10
86 95 24
86 91 17
86 21 2
86 79 18
86 13 15
86 66 18
86 9 7
86 75 9
86 96 24
86 61 6
86 81 23
86 6 22
86 35 2
86 2 7
86 80 28
87 7 12
87 62 2
87 39 16
87 86 24
87 89 15
87 12 4
87 75 28
87 15 10
87 60 12
87 24 11
87 18 7
87 51 21
87 81 17
87 43 4
87 52 20
87 16 19
87 67 28
87 25 7
87 19 21
87 20 8
87 2 22
87 23 1
87 102 7
87 35 23
87 21 25
87 95 14
87 5 16
87 80 10
87 29 8
87 4 16
87 11 0
87 28 20
87 96 10
87 68 16
87 47 6
87 83 26
88 40 12
88 24 26
88 47 6
88 76 24
88 22 7
88 37 6
88 79 16
88 23 16
88 9 10
88 81 6
88 51 5
88 35 1
88 32 5
88 74 18
88 19 9
88 66 19
88 52 20
88 14 17
88 7 12
88 26 7
88 30 23
88 27 21
88 63 17
88 60 1
88 80 7
88 46 17
88 91 13
88 61 17
88 90 26
88 10 19
88 57 13
88 42 8
88 65 15
88 54 12
88 95 25
88 71 14
88 44 18
88 83 11
89 49 0
89 77 20
89 33 9
89 92 27
89 14 21
89 95 14
89 46 15
89 56 23
89 84 3
89 59 5
89 20 2
89 4 7
89 37 13
89 65 17
89 10 28
89 41 22
89 86 18
89 80 5
89 35 2
89 73 23
89 88 15
89 57 28
89 1 4
89 18 20
89 11 28
89 52 11
89 68 2
89 29 23
89 22 17
89 101 12
89 69 4
89 9 17
89 23 3
89 15 5
90 78 6
90 3 16
90 79 19
90 53 13
90 92 1
90 11 14
90 8 11
90 46 3
90 86 22
90 59 24
90 72 20
90 44 20
90 50 8
90 93 0
90 32 18
90 84 10
90 101 23
90 60 3
90 73 0
90 61 19
90 100 23
90 5 29
90 27 0
90 87 18
90 67 22
90 17 17
90 51 0
90 14 19
90 99 26
90 12 25
90 75 24
90 43 24
90 48 12
90 56 6
90 42 8
90 94 13
91 70 20
91 42 19
91 90 9
91 71 4
91 96 5
91 51 21
91 67 17
91 53 5
91 28 22
91 89 5
91 16 16
91 1 7
91 43 0
91 45 8
91 32 19
91 66 23
91 62 29
91 54 19
91 79 3
91 24 22
91 59 29
91 23 4
91 100 3
91 25 25
91 27 29
91 38 27
91 22 20
91 82 3
91 13 25
92 81 20
92 94 9
92 35 16
92 9 9
92 102 10
92 57 12
92 37 6
92 96 1
92 62 29
92 47 11
92 17 15
92 12 26
92 8 19
92 85 15
92 41 18
92 22 28
92 97 4
92 77 12
92 76 27
92 82 23
92 11 7
92 43 11
92 19 22
92 71 11
92 87 14
92 69 10
92 55 3
92 79 4
92 45 22
92 13 28
92 61 29
93 35 12
93 82 7
93 14 7
93 43 13
93 72 17
93 55 20
93 1 19
93 58 11
93 52 11
93 29 0
93 33 26
93 61 0
93 2 20
93 75 11
93 73 18
93 40 10
93 68 15
93 6 22
93 20 29
93 98 1
93 56 0
93 39 3
93 30 15
93 97 3
93 23 9
93 92 25
93 8 6
93 24 13
93 62 9
93 31 5
93 41 13
93 87 21
93 25 4
93 38 12
93 27 4
93 64 14
94 50 24
94 66 23
94 13 25
94 52 6
94 27 16
94 19 21
94 17 28
94 63 28
94 20 25
94 6 16
94 89 0
94 15 2
94 77 1
94 10 21
94 91 3
94 74 1
94 18 24
94 43 11
94 16 4
94 88 4
94 67 28
94 33 3
94 49 9
94 99 8
94 45 8
94 48 14
94 98 29
94 11 4
94 75 27
94 9 26
94 26 18
95 67 21
95 12 11
95 11 13
95 23 19
95 55 27
95 6 27
95 33 17
95 91 17
95 4 22
95 84 26
95 2 17
95 66 24
95 98 27
95 22 1
95 16 20
95 90 20
95 31 25
95 69 1
95 40 24
95 53 21
95 72 29
95 50 19
95 70 1
95 41 7
95 62 19
95 34 7
95 30 29
95 7 24
95 13 4
95 77 17
95 43 12
95 39 18
96 61 28
96 15 18
96 12 7
96 55 18
96 43 15
96 36 17
96 66 5
96 57 29
96 58 5
96 52 15
96 3 23
96 71 2
96 76 8
96 50 5
96 39 22
96 77 3
96 53 6
96 63 8
96 54 17
96 94 28
96 82 28
96 67 10
96 72 27
96 5 17
96 13 17
96 18 26
96 2 3
96 32 14
96 17 13
96 83 16
96 73 2
96 48 4
96 6 26
96 25 1
96 84 22
96 99 11
96 19 10
97 31 19
97 100 10
97 45 15
97 80 26
97 39 25
97 29 9
97 94 4
97 65 23
97 43 1
97 22 0
97 9 21
97 1 2
97 26 17
97 50 19
97 88 22
97 60 19
97 70 17
97 30 1
97 55 6
97 58 5
97 35 5
97 2 12
97 53 19
97 20 13
97 75 6
97 16 15
97 13 9
97 57 8
97 52 7
97 4 12
97 7 10
97 48 26
97 90 14
97 99 26
97 79 15
97 76 1
97 3 5
97 42 19
97 78 24
98 27 29
98 3 11
98 16 16
98 47 23
98 75 20
98 5 5
98 64 15
98 62 9
98 22 14
98 90 16
98 97 8
98 65 20
98 38 13
98 34 20
98 70 1
98 82 26
98 21 27
98 18 16
98 54 27
98 59 27
98 92 15
98 42 9
98 37 29
98 89 3
98 48 23
98 99 25
98 58 18
98 84 25
98 102 23
98 28 0
98 17 11
98 71 14
99 15 11
99 42 27
99 88 7
99 3 2
99 77 25
99 67 14
99 30 11
99 22 9
99 61 22
99 33 19
99 62 21
99 89 6
99 25 2
99 50 22
99 91 24
99 6 29
99 18 0
99 101 22
99 78 18
99 13 15
99 95 23
99 68 17
99 19 19
99 48 9
99 66 5
99 43 7
99 34 4
99 51 20
99 16 7
100 54 15
100 66 4
100 50 11
100 22 5
100 61 3
100 25 13
100 75 0
100 98 9
100 51 16
100 86 1
100 73 1
100 33 6
100 27 23
100 26 29
100 89 0
100 53 15
100 38 24
100 52 29
100 62 8
100 88 8
100 44 9
100 60 23
100 30 1
100 87 26
100 42 12
100 99 2
100 3 23
100 16 12
100 40 6
100 57 13
100 63 11
100 14 14
100 47 9
100 93 22
101 72 11
101 19 12
101 24 27
101 38 11
101 23 21
101 32 14
101 2 12
101 9 15
101 93 12
101 31 27
101 94 14
101 18 12
101 58 5
101 49 0
101 61 3
101 56 13
101 62 8
101 96 12
101 95 6
101 98 2
101 63 0
101 73 11
101 48 4
101 40 24
101 47 15
101 68 3
101 67 7
101 22 18
101 69 9
101 87 17
102 5 11
102 65 20
102 95 21
102 18 0
102 93 23
102 94 13
102 88 14
102 40 27
102 21 28
102 90 26
102 97 25
102 6 4
102 33 8
102 66 0
102 59 5
102 89 11
102 54 5
102 10 5
102 78 15
102 46 3
102 50 29
102 63 16
102 83 14
102 67 26
102 45 10
102 100 21
102 58 29
102 101 17
102 99 10
